iter	Passed	Remaining
712	4686	1886
713	4692	1879
714	4699	1873
715	4706	1866
716	4712	1860
717	4719	1853
718	4725	1846
719	4731	1840
720	4737	1833
721	4744	1826
722	4750	1820
723	4756	1813
724	4763	1806
725	4769	1800
726	4775	1793
727	4781	1786
728	4787	1779
729	4794	1773
730	4800	1766
731	4807	1760
732	4814	1753
733	4820	1746
734	4827	1740
735	4833	1733
736	4840	1727
737	4845	1720
738	4852	1713
739	4858	1707
740	4864	1700
741	4871	1693
742	4877	1687
743	4883	1680
744	4890	1673
745	4897	1667
746	4904	1661
747	4911	1654
748	4917	1647
749	4924	1641
750	4930	1634
751	4937	1628
752	4944	1621
753	4951	1615
754	4958	1608
755	4965	1602
756	4972	1596
757	4979	1589
758	4986	1583
759	4992	1576
760	5005	1572
761	5013	1566
762	5021	1559
763	5029	1553
764	5036	1547
765	5043	1540
766	5050	1534
767	5058	1528
768	5065	1521
769	5072	1515
770	5078	1508
771	5086	1502
772	5094	1496
773	5099	1489
774	5106	1482
775	5112	1475
776	5117	1468
777	5124	1462
778	5129	1455
779	5134	1448
780	5141	1441
781	5146	1434
782	5151	1427
783	5158	1421
784	5163	1414
785	5169	1407
786	5174	1400
787	5180	1393
788	5186	1386
789	5192	1380
790	5198	1373
791	5204	1366
792	5210	1360
793	5216	1353
794	5223	1346
795	5229	1340
796	5236	1333
797	5243	1327
798	5250	1320
799	5256	1314
800	5261	1307
801	5267	1300
802	5273	1293
803	5279	1286
804	5286	1280
805	5292	1273
806	5297	1266
807	5303	1260
808	5309	1253
809	5315	1246
810	5320	1239
811	5326	1233
812	5332	1226
813	5339	1220
814	5346	1213
815	5353	1207
816	5359	1200
817	5366	1194
818	5372	1187
819	5381	1181
820	5387	1174
821	5394	1168
822	5401	1161
823	5406	1154
824	5411	1147
825	5418	1141
826	5425	1134
827	5431	1128
828	5438	1121
829	5444	1115
830	5450	1108
831	5456	1101
832	5462	1095
833	5466	1088
834	5472	1081
835	5478	1074
836	5483	1067
837	5491	1061
838	5497	1054
839	5503	1048
840	5509	1041
841	5515	1034
842	5522	1028
843	5528	1021
844	5537	1015
845	5545	1009
846	5559	1004
847	5566	997
848	5573	991
849	5579	984
850	5585	977
851	5590	971
852	5596	964
853	5602	957
854	5608	951
855	5614	944
856	5621	937
857	5626	931
858	5632	924
859	5638	917
860	5643	911
861	5649	904
862	5655	897
863	5660	891
864	5667	884
865	5672	877
866	5679	871
867	5685	864
