iter	Logloss
321	0.280495753
322	0.2803580822
323	0.280005223
324	0.2797146682
325	0.2796658027
326	0.2794219067
327	0.2792372129
328	0.2790503674
329	0.2787937316
330	0.278670279
331	0.278384391
332	0.27826802
333	0.278262611
334	0.2781946168
335	0.2779932136
336	0.2778269095
337	0.2775735546
338	0.2775330858
339	0.2775321915
340	0.2772622956
341	0.2771117076
342	0.2770990279
343	0.2769316929
344	0.276863516
345	0.276627138
346	0.2763423014
347	0.2760995677
348	0.2759479699
349	0.2759367363
350	0.2757160553
351	0.2754478166
352	0.2752667943
353	0.2751138578
354	0.2749538058
355	0.2748844987
356	0.2747807405
357	0.2745290969
358	0.2742965541
359	0.2741117085
360	0.2738698984
361	0.2735999674
362	0.2734639981
363	0.2734328213
364	0.2731775396
365	0.2731743567
366	0.2729297793
367	0.2728868349
368	0.2728865453
369	0.2725862937
370	0.2724097802
371	0.2723060438
372	0.272098745
373	0.271970924
374	0.2718122297
375	0.2717622089
376	0.2717547303
377	0.2715631352
378	0.2713077295
379	0.2710812816
380	0.2707664319
381	0.2705440786
382	0.2702848928
383	0.270052907
384	0.2699267635
385	0.2698983808
386	0.2696206511
387	0.2696202829
388	0.2693701256
389	0.2693006171
390	0.2692541913
391	0.2689988727
392	0.2687770373
393	0.2687210828
394	0.2684900337
395	0.2683095867
396	0.2680558996
397	0.2678147284
398	0.2676144331
399	0.26758821
400	0.2673081423
401	0.2671336728
402	0.2669285407
403	0.2665837239
404	0.2663712531
405	0.2662118527
406	0.2660872154
407	0.2658995937
408	0.2656428994
409	0.2654760772
410	0.2653298832
411	0.2651114306
412	0.2651028498
413	0.2650446365
414	0.2650128062
415	0.2647954685
416	0.2645467941
417	0.2643307329
418	0.2642159791
419	0.2640796107
420	0.2640795153
421	0.2638434475
422	0.2638399808
423	0.2636631166
424	0.2634869733
425	0.2632711424
426	0.2630708281
427	0.2629027249
428	0.2628774616
429	0.2627454582
430	0.2626010441
431	0.2624653643
432	0.2623441204
433	0.2623438498
434	0.2621712745
435	0.2621366229
436	0.2619465191
437	0.2617021895
438	0.2615443775
439	0.2614424089
440	0.2612965273
441	0.2611883433
442	0.2609983153
443	0.2607415951
444	0.2605824762
445	0.2604101263
446	0.26020766
447	0.2599717805
448	0.2597918614
449	0.2597605487
450	0.2595438576
451	0.2593485238
452	0.259101315
453	0.2589305189
454	0.2587406511
455	0.2586410106
456	0.2584306606
457	0.258284256
458	0.2580656069
459	0.2577650974
460	0.2574682353
461	0.2572945418
462	0.2571177282
463	0.2569166247
464	0.2568347772
465	0.2566420215
466	0.256533262
467	0.2563844025
468	0.2563591208
469	0.256157899
470	0.2561236013
471	0.2558855057
472	0.255757656
473	0.2556065722
474	0.2554053721
475	0.2552074825
476	0.2550358235
477	0.2548618075
478	0.2546783081
479	0.254483471
480	0.2543036889
481	0.2540955028
482	0.2538791808
483	0.2537970843
484	0.2537748327
485	0.2536115314
486	0.2534839981
487	0.2534838709
488	0.2532812112
489	0.2532752937
490	0.2530714676
491	0.2528464975
492	0.2528323007
493	0.2528177026
494	0.2526808415
495	0.2524942649
496	0.2524404912
497	0.2523004583
498	0.2521085532
499	0.2518547661
500	0.2516680654
501	0.2515046583
502	0.2512923659
503	0.2511239831
504	0.2509385923
505	0.250850529
506	0.2506786845
507	0.2504845294
508	0.250391234
509	0.2503119555
510	0.250132105
511	0.2499591199
512	0.2497200159
513	0.249717143
514	0.2496184524
515	0.249489858
516	0.2493435533
517	0.2490569111
518	0.2489440202
519	0.248879291
520	0.248682315
521	0.2484704402
522	0.248332248
523	0.2481641452
524	0.2479743888
525	0.2478331962
526	0.2477615965
527	0.2475970039
528	0.2473899077
529	0.2473622341
530	0.2472900362
531	0.2471283293
532	0.2469811822
533	0.2469800336
534	0.2468228573
535	0.246671893
536	0.2465102533
537	0.2463084733
538	0.246128586
539	0.2460028617
540	0.2458711534
541	0.2457377586
542	0.2455747231
543	0.2454653142
544	0.2453133963
545	0.2452446395
546	0.2450798762
547	0.2449041447
548	0.2448091932
549	0.2446425335
550	0.2445280748
551	0.2443268671
552	0.244195089
553	0.2440781648
554	0.2438924779
555	0.2437322812
556	0.243564966
557	0.2434164685
558	0.2432892385
559	0.2431499289
560	0.2430009945
561	0.2428760679
562	0.2427210892
563	0.2425407362
564	0.2423585956
565	0.2422303559
566	0.2420108278
567	0.2418416053
568	0.2417332397
569	0.2417196073
570	0.2415533699
571	0.2414196639
572	0.241307153
573	0.2412232778
574	0.2411048826
575	0.2409328397
576	0.2407515425
577	0.240634346
578	0.2404915044
579	0.2403063968
580	0.2401417675
581	0.2399794972
582	0.2399105961
583	0.2397740522
584	0.2396804997
585	0.2395528476
586	0.2394555511
587	0.2393257566
588	0.2391869334
589	0.2390116149
590	0.2388878234
591	0.2387003692
592	0.2386244929
593	0.2384699578
594	0.2383217267
595	0.238192436
596	0.2381083426
597	0.2380365157
598	0.2379077832
599	0.237787508
600	0.2376628124
601	0.2375194618
602	0.237367724
603	0.2372730842
604	0.2371817946
605	0.2370440806
606	0.2368635322
607	0.2366816498
608	0.2365114806
609	0.2364200148
610	0.2362852813
611	0.2361562533
612	0.2360841812
613	0.2359103618
614	0.2358204844
615	0.2357154655
616	0.2357040758
617	0.2356356712
618	0.235522783
619	0.2353717249
620	0.235292214
621	0.235125195
622	0.2350505602
623	0.2349068427
624	0.234841196
625	0.2347345139
626	0.2346259045
627	0.2345440981
628	0.2344506525
629	0.2343375744
630	0.2342147792
631	0.2341265806
632	0.2339702569
633	0.2338536111
634	0.2337365061
635	0.2336128102
636	0.2334800801
637	0.2334034745
638	0.2333205528
639	0.2332427416
640	0.2331506054
641	0.2330679904
642	0.2329936476
643	0.2329116232
644	0.2327932739
645	0.2326909715
646	0.2326054501
647	0.2325056656
648	0.2324248828
649	0.2323263258
650	0.2322240826
651	0.232140343
652	0.2320103906
653	0.2319332928
654	0.2318562411
655	0.23170664
656	0.2316294462
657	0.2315037879
658	0.2314831024
659	0.2313894785
660	0.2312955848
661	0.2312199844
662	0.2311034696
663	0.230955664
664	0.2308726592
665	0.2307103241
666	0.2306140116
667	0.2305075163
668	0.2303350183
669	0.2302468015
670	0.2301742644
671	0.2300775398
672	0.230014735
673	0.2299463332
674	0.2298729756
675	0.2297993169
676	0.2296804242
677	0.2295532945
678	0.2294810667
679	0.2294120652
680	0.2293044045
681	0.2292132427
682	0.2290498101
683	0.2289734149
684	0.2289070934
685	0.228730313
686	0.228593864
687	0.2284651747
688	0.2283529919
689	0.2282757449
690	0.2281373049
691	0.2280668642
692	0.2280090308
693	0.2278554839
694	0.2277244791
695	0.2276383669
696	0.22757953
697	0.2274301031
698	0.2273471374
699	0.2272300434
700	0.2270916133
701	0.2270168658
702	0.2269439632
703	0.2268188872
704	0.2267319365
705	0.2266681559
706	0.226598587
707	0.2265388388
708	0.2264115048
709	0.2263410051
710	0.2262682534
711	0.2261357792
712	0.2259945316
713	0.2258142919
714	0.2257159268
715	0.2256669165
716	0.2255644514
717	0.2254816387
718	0.2253532239
719	0.2252840827
720	0.2252308369
721	0.2251547057
722	0.2250735022
723	0.22498021
724	0.2249142654
725	0.2248434646
726	0.2247164035
727	0.2245809173
728	0.2244466212
729	0.2243856366
730	0.224294061
731	0.2242073829
732	0.2241394971
733	0.2239994219
734	0.2239292514
735	0.2238663059
736	0.2237980591
737	0.2237307169
738	0.2236654004
739	0.2236104946
740	0.2234750351
741	0.2233366076
742	0.2232421899
743	0.223176663
744	0.2231184553
745	0.2230582014
746	0.222918307
747	0.2228101785
748	0.2227538352
749	0.2226732237
750	0.2224986267
751	0.2223687792
752	0.2222283028
753	0.2221826037
754	0.2221118529
755	0.2220147775
756	0.2219521831
757	0.2218862524
758	0.2218090794
759	0.2217488785
760	0.221650429
761	0.2215819531
762	0.2215143594
763	0.2214566876
764	0.221329358
765	0.2212091976
766	0.2211388295
767	0.221036121
768	0.2208998337
769	0.2207724479
770	0.2206616737
771	0.2206231296
772	0.2205858153
773	0.2205077075
774	0.2204495434
775	0.2203938538
776	0.2203108056
777	0.2202596547
778	0.2201279046
779	0.2200594966
780	0.2199712077
781	0.2198409326
782	0.2197585936
783	0.2196742457
784	0.2196104444
785	0.2195232559
786	0.2194821879
787	0.2194325942
788	0.2193638596
789	0.2193285303
790	0.2192150282
791	0.2191353086
792	0.2190789091
793	0.2190256055
794	0.2189524413
795	0.2188861752
796	0.2188344091
797	0.2187521937
798	0.2187023034
799	0.2186493239
800	0.2185646851
801	0.2184698552
802	0.2183872573
803	0.218321382
804	0.2181864911
805	0.2180849627
806	0.2180512319
807	0.2179334336
808	0.2178804334
809	0.2178426376
810	0.2177526834
811	0.2176475193
812	0.217588196
813	0.2175249372
814	0.2174684945
815	0.2174047463
816	0.217302804
817	0.2171726391
818	0.217123498
819	0.2170515975
820	0.2169727779
821	0.2169193654
822	0.2168570829
823	0.2167915003
824	0.2166732995
825	0.2165732115
826	0.2164988083
827	0.2163967183
828	0.2163347106
829	0.2162873714
830	0.2161693721
831	0.216113829
832	0.2160040405
833	0.2158908351
834	0.2158235891
835	0.2157197495
836	0.2156783286
837	0.2155932032
838	0.2155474245
839	0.215462589
840	0.2154315569
841	0.2153086318
842	0.2152401856
843	0.2151888716
844	0.2150841741
845	0.2149640976
846	0.214916038
847	0.2148295801
848	0.2147633576
849	0.2147175646
850	0.2146367728
851	0.21449744
852	0.2143881535
853	0.2143329902
854	0.2142899391
855	0.2142410632
856	0.2141800278
857	0.2141305421
858	0.2140407589
859	0.2139330143
860	0.2138585837
861	0.2138031091
862	0.2137063699
863	0.213638069
864	0.2135337068
865	0.2134768921
866	0.213407251
867	0.213374356
868	0.2132655526
869	0.2132134654
870	0.2131338557
871	0.2130577174
872	0.2130137922
873	0.2128998102
874	0.2128338692
875	0.2127621964
876	0.2126809183
877	0.2126219129
878	0.212575468
879	0.2125287525
880	0.2124684964
881	0.2124180825
882	0.2123609618
883	0.2123029773
884	0.2122311519
885	0.2121179184
886	0.2120322709
887	0.2119749038
888	0.211850976
889	0.2117970664
890	0.2117383795
891	0.2116830061
892	0.2116213055
893	0.2115547891
894	0.2114832439
895	0.2114177644
896	0.2113628623
897	0.2112898641
898	0.2112535839
899	0.2111828656
900	0.2110886339
901	0.2110304543
902	0.2109668828
903	0.2109139127
904	0.2108720092
905	0.210840701
906	0.2107393594
907	0.210683856
908	0.2106260061
909	0.2105900142
910	0.2105506936
911	0.2105056669
912	0.2104626805
913	0.2103992025
914	0.210278066
915	0.2102060516
916	0.2101309217
917	0.2100800831
918	0.2100180877
919	0.209977317
920	0.2099365297
921	0.2098791718
922	0.2098418726
923	0.2097514445
924	0.2096354823
925	0.2095952767
926	0.2095692229
927	0.2094899657
928	0.2094329309
929	0.2093932291
930	0.2093579845
931	0.2092646934
932	0.2092142395
933	0.2091547873
934	0.2090510244
935	0.2089740106
936	0.2088947792
937	0.2088303538
938	0.2087728705
939	0.2086870167
940	0.2086326498
941	0.208519895
942	0.2084517024
943	0.2084003842
944	0.2083262051
945	0.208249972
946	0.2081826756
947	0.2080983534
948	0.2079877337
949	0.20793884
950	0.2078470537
951	0.2078108847
952	0.2077715186
953	0.207710111
954	0.2076477052
955	0.2075560581
956	0.2075132614
957	0.207464071
958	0.2074285571
959	0.2073684569
960	0.207273658
961	0.2072306853
962	0.2071841515
963	0.2071314427
964	0.2070501302
965	0.2069594567
966	0.2069033062
967	0.2068622043
968	0.2068045137
969	0.2067683417
970	0.206713704
971	0.2066550124
972	0.2066181808
973	0.2065470184
974	0.2064941002
975	0.2064340315
976	0.2063472847
977	0.2062708717
978	0.2062001699
979	0.2061767169
980	0.2061469481
981	0.2060666365
982	0.20603141
983	0.2059956316
984	0.2059131638
985	0.2058793305
986	0.205826659
987	0.2058006739
988	0.2057175313
989	0.2056818124
990	0.2056492795
991	0.2056147601
992	0.2055742506
993	0.2054882583
994	0.2053905326
995	0.2053556756
996	0.2053107807
997	0.2052549001
998	0.2051518761
999	0.2051053126
